area,ignore,image_id,bbox,category_id,file_name,width,height,category_full_name,annotate_id,coord_tl,coord_br,category_color_name,category_piece_name
31740,0,20180000015,"[1103, 148, 138, 230]",11,WIN_20200429_10_05_23_Pro.jpg,1920,1080,black-knight,166,"[1103, 148]","[1241, 378]",black,knight
77172,0,20180000015,"[1252, 220, 218, 354]",3,WIN_20200429_10_05_23_Pro.jpg,1920,1080,white-king,167,"[1252, 220]","[1470, 574]",white,king
24797,0,20180000015,"[1125, 594, 137, 181]",7,WIN_20200429_10_05_23_Pro.jpg,1920,1080,white-pawn,168,"[1125, 594]","[1262, 775]",white,pawn
48020,0,20180000015,"[1014, 797, 196, 245]",4,WIN_20200429_10_05_23_Pro.jpg,1920,1080,black-rook,169,"[1014, 797]","[1210, 1042]",black,rook
100344,0,20180000015,"[1515, 536, 296, 339]",12,WIN_20200429_10_05_23_Pro.jpg,1920,1080,black-queen,170,"[1515, 536]","[1811, 875]",black,queen
198792,0,20180000016,"[79, 410, 396, 502]",9,WIN_20200429_10_06_02_Pro.jpg,1920,1080,black-king,171,"[79, 410]","[475, 912]",black,king
68328,0,20180000016,"[259, 267, 234, 292]",2,WIN_20200429_10_06_02_Pro.jpg,1920,1080,black-bishop,172,"[259, 267]","[493, 559]",black,bishop
69576,0,20180000016,"[752, 750, 223, 312]",4,WIN_20200429_10_06_02_Pro.jpg,1920,1080,black-rook,173,"[752, 750]","[975, 1062]",black,rook
55968,0,20180000016,"[597, 435, 212, 264]",10,WIN_20200429_10_06_02_Pro.jpg,1920,1080,white-rook,174,"[597, 435]","[809, 699]",white,rook
39123,0,20180000016,"[1025, 572, 161, 243]",7,WIN_20200429_10_06_02_Pro.jpg,1920,1080,white-pawn,175,"[1025, 572]","[1186, 815]",white,pawn
51708,0,20180000016,"[845, 247, 186, 278]",5,WIN_20200429_10_06_02_Pro.jpg,1920,1080,white-knight,176,"[845, 247]","[1031, 525]",white,knight
69020,0,20180000016,"[640, 15, 203, 340]",1,WIN_20200429_10_06_02_Pro.jpg,1920,1080,white-queen,177,"[640, 15]","[843, 355]",white,queen
20758,0,20180000016,"[1075, 120, 107, 194]",8,WIN_20200429_10_06_02_Pro.jpg,1920,1080,black-pawn,178,"[1075, 120]","[1182, 314]",black,pawn
29344,0,20180000016,"[909, 1, 131, 224]",6,WIN_20200429_10_06_02_Pro.jpg,1920,1080,white-bishop,179,"[909, 1]","[1040, 225]",white,bishop
39128,0,20180000016,"[1202, 148, 146, 268]",11,WIN_20200429_10_06_02_Pro.jpg,1920,1080,black-knight,180,"[1202, 148]","[1348, 416]",black,knight
124280,0,20180000016,"[1278, 175, 260, 478]",3,WIN_20200429_10_06_02_Pro.jpg,1920,1080,white-king,181,"[1278, 175]","[1538, 653]",white,king
171900,0,20180000016,"[1498, 619, 382, 450]",12,WIN_20200429_10_06_02_Pro.jpg,1920,1080,black-queen,182,"[1498, 619]","[1880, 1069]",black,queen
93840,0,20180000017,"[820, 963, 272, 345]",6,WIN_20200429_10_06_35_Pro.jpg,3264,1836,white-bishop,183,"[820, 963]","[1092, 1308]",white,bishop
51023,0,20180000017,"[1085, 774, 197, 259]",8,WIN_20200429_10_06_35_Pro.jpg,3264,1836,black-pawn,184,"[1085, 774]","[1282, 1033]",black,pawn
74547,0,20180000017,"[1238, 546, 251, 297]",11,WIN_20200429_10_06_35_Pro.jpg,3264,1836,black-knight,185,"[1238, 546]","[1489, 843]",black,knight
79948,0,20180000017,"[1557, 796, 253, 316]",5,WIN_20200429_10_06_35_Pro.jpg,3264,1836,white-knight,186,"[1557, 796]","[1810, 1112]",white,knight
129352,0,20180000017,"[1221, 1064, 296, 437]",1,WIN_20200429_10_06_35_Pro.jpg,3264,1836,white-queen,187,"[1221, 1064]","[1517, 1501]",white,queen
81666,0,20180000017,"[1889, 1374, 234, 349]",2,WIN_20200429_10_06_35_Pro.jpg,3264,1836,black-bishop,188,"[1889, 1374]","[2123, 1723]",black,bishop
75114,0,20180000017,"[1944, 925, 234, 321]",10,WIN_20200429_10_06_35_Pro.jpg,3264,1836,white-rook,189,"[1944, 925]","[2178, 1246]",white,rook
186188,0,20180000017,"[2310, 987, 356, 523]",9,WIN_20200429_10_06_35_Pro.jpg,3264,1836,black-king,190,"[2310, 987]","[2666, 1510]",black,king
67032,0,20180000017,"[2250, 647, 228, 294]",4,WIN_20200429_10_06_35_Pro.jpg,3264,1836,black-rook,191,"[2250, 647]","[2478, 941]",black,rook
51359,0,20180000017,"[1934, 596, 203, 253]",7,WIN_20200429_10_06_35_Pro.jpg,3264,1836,white-pawn,192,"[1934, 596]","[2137, 849]",white,pawn
130424,0,20180000017,"[1542, 233, 274, 476]",3,WIN_20200429_10_06_35_Pro.jpg,3264,1836,white-king,193,"[1542, 233]","[1816, 709]",white,king
85626,0,20180000017,"[1985, 87, 201, 426]",12,WIN_20200429_10_06_35_Pro.jpg,3264,1836,black-queen,194,"[1985, 87]","[2186, 513]",black,queen
289408,0,20180000018,"[1930, 757, 448, 646]",1,WIN_20200429_10_06_46_Pro.jpg,3264,1836,white-queen,195,"[1930, 757]","[2378, 1403]",white,queen
185174,0,20180000018,"[1224, 1329, 418, 443]",6,WIN_20200429_10_06_46_Pro.jpg,3264,1836,white-bishop,196,"[1224, 1329]","[1642, 1772]",white,bishop
121800,0,20180000018,"[1040, 910, 348, 350]",8,WIN_20200429_10_06_46_Pro.jpg,3264,1836,black-pawn,197,"[1040, 910]","[1388, 1260]",black,pawn
194928,0,20180000018,"[878, 410, 393, 496]",11,WIN_20200429_10_06_46_Pro.jpg,3264,1836,black-knight,198,"[878, 410]","[1271, 906]",black,knight
176147,0,20180000018,"[1619, 272, 353, 499]",5,WIN_20200429_10_06_46_Pro.jpg,3264,1836,white-knight,199,"[1619, 272]","[1972, 771]",white,knight
241776,0,20180000018,"[2662, 347, 438, 552]",2,WIN_20200429_10_06_46_Pro.jpg,3264,1836,black-bishop,200,"[2662, 347]","[3100, 899]",black,bishop
146944,0,20180000018,"[2093, 65, 328, 448]",10,WIN_20200429_10_06_46_Pro.jpg,3264,1836,white-rook,201,"[2093, 65]","[2421, 513]",white,rook
266931,0,20180000019,"[1365, 157, 399, 669]",12,WIN_20200429_10_06_51_Pro.jpg,3264,1836,black-queen,202,"[1365, 157]","[1764, 826]",black,queen
225036,0,20180000019,"[1519, 1181, 423, 532]",3,WIN_20200429_10_06_51_Pro.jpg,3264,1836,white-king,203,"[1519, 1181]","[1942, 1713]",white,king
147440,0,20180000019,"[2188, 892, 380, 388]",7,WIN_20200429_10_06_51_Pro.jpg,3264,1836,white-pawn,204,"[2188, 892]","[2568, 1280]",white,pawn
275624,0,20180000019,"[2552, 392, 526, 524]",4,WIN_20200429_10_06_51_Pro.jpg,3264,1836,black-rook,205,"[2552, 392]","[3078, 916]",black,rook
102046,0,20180000020,"[757, 322, 259, 394]",6,WIN_20200429_10_07_17_Pro.jpg,3264,1836,white-bishop,206,"[757, 322]","[1016, 716]",white,bishop
130065,0,20180000020,"[788, 867, 345, 377]",5,WIN_20200429_10_07_17_Pro.jpg,3264,1836,white-knight,207,"[788, 867]","[1133, 1244]",white,knight
135340,0,20180000020,"[958, 1406, 335, 404]",10,WIN_20200429_10_07_17_Pro.jpg,3264,1836,white-rook,208,"[958, 1406]","[1293, 1810]",white,rook
57835,0,20180000020,"[1216, 706, 215, 269]",8,WIN_20200429_10_07_17_Pro.jpg,3264,1836,black-pawn,209,"[1216, 706]","[1431, 975]",black,pawn
123669,0,20180000020,"[1241, 203, 273, 453]",12,WIN_20200429_10_07_17_Pro.jpg,3264,1836,black-queen,210,"[1241, 203]","[1514, 656]",black,queen
91545,0,20180000020,"[1592, 643, 255, 359]",11,WIN_20200429_10_07_17_Pro.jpg,3264,1836,black-knight,211,"[1592, 643]","[1847, 1002]",black,knight
186813,0,20180000020,"[1319, 920, 333, 561]",9,WIN_20200429_10_07_17_Pro.jpg,3264,1836,black-king,212,"[1319, 920]","[1652, 1481]",black,king
100450,0,20180000020,"[1809, 1168, 245, 410]",2,WIN_20200429_10_07_17_Pro.jpg,3264,1836,black-bishop,213,"[1809, 1168]","[2054, 1578]",black,bishop
105961,0,20180000020,"[2145, 960, 271, 391]",4,WIN_20200429_10_07_17_Pro.jpg,3264,1836,black-rook,214,"[2145, 960]","[2416, 1351]",black,rook
61776,0,20180000020,"[1985, 710, 198, 312]",7,WIN_20200429_10_07_17_Pro.jpg,3264,1836,white-pawn,215,"[1985, 710]","[2183, 1022]",white,pawn
201115,0,20180000020,"[2386, 605, 365, 551]",1,WIN_20200429_10_07_17_Pro.jpg,3264,1836,white-queen,216,"[2386, 605]","[2751, 1156]",white,queen
167596,0,20180000020,"[2171, 127, 293, 572]",3,WIN_20200429_10_07_17_Pro.jpg,3264,1836,white-king,217,"[2171, 127]","[2464, 699]",white,king
189262,0,20180000021,"[2326, 825, 346, 547]",3,WIN_20200429_10_07_24_Pro.jpg,3264,1836,white-king,218,"[2326, 825]","[2672, 1372]",white,king
175740,0,20180000021,"[1940, 1287, 348, 505]",1,WIN_20200429_10_07_24_Pro.jpg,3264,1836,white-queen,219,"[1940, 1287]","[2288, 1792]",white,queen
96000,0,20180000021,"[1561, 1271, 256, 375]",4,WIN_20200429_10_07_24_Pro.jpg,3264,1836,black-rook,220,"[1561, 1271]","[1817, 1646]",black,rook
63168,0,20180000021,"[1804, 1036, 224, 282]",7,WIN_20200429_10_07_24_Pro.jpg,3264,1836,white-pawn,221,"[1804, 1036]","[2028, 1318]",white,pawn
84579,0,20180000021,"[1631, 726, 233, 363]",11,WIN_20200429_10_07_24_Pro.jpg,3264,1836,black-knight,222,"[1631, 726]","[1864, 1089]",black,knight
44678,0,20180000021,"[1469, 592, 178, 251]",8,WIN_20200429_10_07_24_Pro.jpg,3264,1836,black-pawn,223,"[1469, 592]","[1647, 843]",black,pawn
86730,0,20180000021,"[1810, 296, 210, 413]",12,WIN_20200429_10_07_24_Pro.jpg,3264,1836,black-queen,224,"[1810, 296]","[2020, 709]",black,queen
65620,0,20180000021,"[1530, 168, 193, 340]",6,WIN_20200429_10_07_24_Pro.jpg,3264,1836,white-bishop,225,"[1530, 168]","[1723, 508]",white,bishop
79195,0,20180000021,"[1092, 454, 235, 337]",5,WIN_20200429_10_07_24_Pro.jpg,3264,1836,white-knight,226,"[1092, 454]","[1327, 791]",white,knight
142105,0,20180000021,"[1083, 668, 293, 485]",9,WIN_20200429_10_07_24_Pro.jpg,3264,1836,black-king,227,"[1083, 668]","[1376, 1153]",black,king
96654,0,20180000021,"[1157, 1103, 267, 362]",2,WIN_20200429_10_07_24_Pro.jpg,3264,1836,black-bishop,228,"[1157, 1103]","[1424, 1465]",black,bishop
92214,0,20180000021,"[711, 788, 282, 327]",10,WIN_20200429_10_07_24_Pro.jpg,3264,1836,white-rook,229,"[711, 788]","[993, 1115]",white,rook
227169,0,20180000022,"[1348, 647, 387, 587]",1,WIN_20200429_10_07_45_Pro.jpg,3264,1836,white-queen,230,"[1348, 647]","[1735, 1234]",white,queen
105848,0,20180000022,"[1604, 461, 262, 404]",4,WIN_20200429_10_07_45_Pro.jpg,3264,1836,black-rook,231,"[1604, 461]","[1866, 865]",black,rook
103008,0,20180000022,"[1806, 85, 222, 464]",2,WIN_20200429_10_07_45_Pro.jpg,3264,1836,black-bishop,232,"[1806, 85]","[2028, 549]",black,bishop
89060,0,20180000022,"[2007, 713, 244, 365]",7,WIN_20200429_10_07_45_Pro.jpg,3264,1836,white-pawn,233,"[2007, 713]","[2251, 1078]",white,pawn
291688,0,20180000022,"[1972, 1088, 404, 722]",3,WIN_20200429_10_07_45_Pro.jpg,3264,1836,white-king,234,"[1972, 1088]","[2376, 1810]",white,king
159247,0,20180000022,"[2368, 456, 341, 467]",11,WIN_20200429_10_07_45_Pro.jpg,3264,1836,black-knight,235,"[2368, 456]","[2709, 923]",black,knight
104710,0,20180000022,"[2748, 322, 283, 370]",8,WIN_20200429_10_07_45_Pro.jpg,3264,1836,black-pawn,236,"[2748, 322]","[3031, 692]",black,pawn
121632,0,20180000022,"[2726, 1, 336, 362]",5,WIN_20200429_10_07_45_Pro.jpg,3264,1836,white-knight,237,"[2726, 1]","[3062, 363]",white,knight
120946,0,20180000023,"[524, 239, 326, 371]",10,WIN_20200429_10_07_53_Pro.jpg,3264,1836,white-rook,238,"[524, 239]","[850, 610]",white,rook
130592,0,20180000023,"[1013, 412, 308, 424]",5,WIN_20200429_10_07_53_Pro.jpg,3264,1836,white-knight,239,"[1013, 412]","[1321, 836]",white,knight
74240,0,20180000023,"[985, 841, 232, 320]",8,WIN_20200429_10_07_53_Pro.jpg,3264,1836,black-pawn,240,"[985, 841]","[1217, 1161]",black,pawn
213312,0,20180000023,"[1251, 1044, 352, 606]",12,WIN_20200429_10_07_53_Pro.jpg,3264,1836,black-queen,241,"[1251, 1044]","[1603, 1650]",black,queen
120533,0,20180000023,"[1733, 727, 257, 469]",6,WIN_20200429_10_07_53_Pro.jpg,3264,1836,white-bishop,242,"[1733, 727]","[1990, 1196]",white,bishop
188696,0,20180000023,"[385, 1013, 412, 458]",11,WIN_20200429_10_07_53_Pro.jpg,3264,1836,black-knight,243,"[385, 1013]","[797, 1471]",black,knight
320221,0,20180000023,"[258, 280, 473, 677]",9,WIN_20200429_10_07_53_Pro.jpg,3264,1836,black-king,244,"[258, 280]","[731, 957]",black,king
130815,0,20180000023,"[1, 1336, 323, 405]",7,WIN_20200429_10_07_53_Pro.jpg,3264,1836,white-pawn,245,"[1, 1336]","[324, 1741]",white,pawn
75336,0,20180000024,"[1135, 1129, 292, 258]",1,WIN_20200429_10_08_06_Pro.jpg,3264,1836,white-queen,246,"[1135, 1129]","[1427, 1387]",white,queen
49704,0,20180000024,"[1310, 833, 218, 228]",4,WIN_20200429_10_08_06_Pro.jpg,3264,1836,black-rook,247,"[1310, 833]","[1528, 1061]",black,rook
52156,0,20180000024,"[1461, 532, 221, 236]",2,WIN_20200429_10_08_06_Pro.jpg,3264,1836,black-bishop,248,"[1461, 532]","[1682, 768]",black,bishop
77024,0,20180000024,"[1765, 391, 232, 332]",9,WIN_20200429_10_08_06_Pro.jpg,3264,1836,black-king,249,"[1765, 391]","[1997, 723]",black,king
53766,0,20180000024,"[1859, 133, 206, 261]",10,WIN_20200429_10_08_06_Pro.jpg,3264,1836,white-rook,250,"[1859, 133]","[2065, 394]",white,rook
61971,0,20180000024,"[2231, 405, 227, 273]",5,WIN_20200429_10_08_06_Pro.jpg,3264,1836,white-knight,251,"[2231, 405]","[2458, 678]",white,knight
35328,0,20180000024,"[2158, 775, 184, 192]",8,WIN_20200429_10_08_06_Pro.jpg,3264,1836,black-pawn,252,"[2158, 775]","[2342, 967]",black,pawn
42636,0,20180000024,"[1854, 939, 228, 187]",11,WIN_20200429_10_08_06_Pro.jpg,3264,1836,black-knight,253,"[1854, 939]","[2082, 1126]",black,knight
29568,0,20180000024,"[1600, 1089, 168, 176]",7,WIN_20200429_10_08_06_Pro.jpg,3264,1836,white-pawn,254,"[1600, 1089]","[1768, 1265]",white,pawn
71823,0,20180000024,"[1523, 1537, 267, 269]",3,WIN_20200429_10_08_06_Pro.jpg,3264,1836,white-king,255,"[1523, 1537]","[1790, 1806]",white,king
88888,0,20180000024,"[2350, 1116, 328, 271]",12,WIN_20200429_10_08_06_Pro.jpg,3264,1836,black-queen,256,"[2350, 1116]","[2678, 1387]",black,queen
71284,0,20180000024,"[2697, 826, 284, 251]",6,WIN_20200429_10_08_06_Pro.jpg,3264,1836,white-bishop,257,"[2697, 826]","[2981, 1077]",white,bishop
237770,0,20180000025,"[738, 367, 403, 590]",3,WIN_20200429_10_08_28_Pro.jpg,3264,1836,white-king,258,"[738, 367]","[1141, 957]",white,king
235407,0,20180000025,"[1102, 1216, 393, 599]",12,WIN_20200429_10_08_28_Pro.jpg,3264,1836,black-queen,259,"[1102, 1216]","[1495, 1815]",black,queen
137275,0,20180000025,"[1283, 195, 289, 475]",1,WIN_20200429_10_08_28_Pro.jpg,3264,1836,white-queen,260,"[1283, 195]","[1572, 670]",white,queen
58903,0,20180000025,"[1389, 640, 197, 299]",7,WIN_20200429_10_08_28_Pro.jpg,3264,1836,white-pawn,261,"[1389, 640]","[1586, 939]",white,pawn
96628,0,20180000025,"[1533, 789, 238, 406]",11,WIN_20200429_10_08_28_Pro.jpg,3264,1836,black-knight,262,"[1533, 789]","[1771, 1195]",black,knight
74865,0,20180000025,"[1782, 1195, 217, 345]",8,WIN_20200429_10_08_28_Pro.jpg,3264,1836,black-pawn,263,"[1782, 1195]","[1999, 1540]",black,pawn
159896,0,20180000025,"[2245, 1199, 316, 506]",5,WIN_20200429_10_08_28_Pro.jpg,3264,1836,white-knight,264,"[2245, 1199]","[2561, 1705]",white,knight
139612,0,20180000025,"[2548, 819, 334, 418]",10,WIN_20200429_10_08_28_Pro.jpg,3264,1836,white-rook,265,"[2548, 819]","[2882, 1237]",white,rook
141910,0,20180000025,"[2155, 536, 230, 617]",9,WIN_20200429_10_08_28_Pro.jpg,3264,1836,black-king,266,"[2155, 536]","[2385, 1153]",black,king
90930,0,20180000025,"[1985, 437, 210, 433]",2,WIN_20200429_10_08_28_Pro.jpg,3264,1836,black-bishop,267,"[1985, 437]","[2195, 870]",black,bishop
68373,0,20180000025,"[1638, 416, 213, 321]",4,WIN_20200429_10_08_28_Pro.jpg,3264,1836,black-rook,268,"[1638, 416]","[1851, 737]",black,rook
23739,0,20180000026,"[2184, 1091, 123, 193]",6,WIN_20200429_10_08_44_Pro.jpg,3264,1836,white-bishop,269,"[2184, 1091]","[2307, 1284]",white,bishop
30654,0,20180000026,"[1941, 1074, 131, 234]",12,WIN_20200429_10_08_44_Pro.jpg,3264,1836,black-queen,270,"[1941, 1074]","[2072, 1308]",black,queen
14628,0,20180000026,"[1629, 1021, 106, 138]",7,WIN_20200429_10_08_44_Pro.jpg,3264,1836,white-pawn,271,"[1629, 1021]","[1735, 1159]",white,pawn
33210,0,20180000026,"[1476, 1009, 123, 270]",3,WIN_20200429_10_08_44_Pro.jpg,3264,1836,white-king,272,"[1476, 1009]","[1599, 1279]",white,king
19040,0,20180000026,"[1451, 908, 85, 224]",1,WIN_20200429_10_08_44_Pro.jpg,3264,1836,white-queen,273,"[1451, 908]","[1536, 1132]",white,queen
10850,0,20180000026,"[1597, 913, 70, 155]",4,WIN_20200429_10_08_44_Pro.jpg,3264,1836,black-rook,274,"[1597, 913]","[1667, 1068]",black,rook
13884,0,20180000026,"[1726, 857, 89, 156]",2,WIN_20200429_10_08_44_Pro.jpg,3264,1836,black-bishop,275,"[1726, 857]","[1815, 1013]",black,bishop
16038,0,20180000026,"[1788, 1002, 99, 162]",11,WIN_20200429_10_08_44_Pro.jpg,3264,1836,black-knight,276,"[1788, 1002]","[1887, 1164]",black,knight
26105,0,20180000026,"[1862, 820, 115, 227]",9,WIN_20200429_10_08_44_Pro.jpg,3264,1836,black-king,277,"[1862, 820]","[1977, 1047]",black,king
11480,0,20180000026,"[1986, 850, 82, 140]",10,WIN_20200429_10_08_44_Pro.jpg,3264,1836,white-rook,278,"[1986, 850]","[2068, 990]",white,rook
15456,0,20180000026,"[2070, 946, 96, 161]",5,WIN_20200429_10_08_44_Pro.jpg,3264,1836,white-knight,279,"[2070, 946]","[2166, 1107]",white,knight
17604,0,20180000027,"[1403, 913, 108, 163]",10,WIN_20200429_10_09_12_Pro.jpg,3264,1836,white-rook,280,"[1403, 913]","[1511, 1076]",white,rook
15582,0,20180000027,"[1481, 790, 98, 159]",5,WIN_20200429_10_09_12_Pro.jpg,3264,1836,white-knight,281,"[1481, 790]","[1579, 949]",white,knight
12069,0,20180000027,"[1588, 660, 81, 149]",6,WIN_20200429_10_09_12_Pro.jpg,3264,1836,white-bishop,282,"[1588, 660]","[1669, 809]",white,bishop
28842,0,20180000027,"[1578, 799, 114, 253]",9,WIN_20200429_10_09_12_Pro.jpg,3264,1836,black-king,283,"[1578, 799]","[1692, 1052]",black,king
8541,0,20180000027,"[1659, 810, 73, 117]",8,WIN_20200429_10_09_12_Pro.jpg,3264,1836,black-pawn,284,"[1659, 810]","[1732, 927]",black,pawn
16290,0,20180000027,"[1687, 936, 90, 181]",2,WIN_20200429_10_09_12_Pro.jpg,3264,1836,black-bishop,285,"[1687, 936]","[1777, 1117]",black,bishop
13398,0,20180000027,"[1873, 966, 87, 154]",4,WIN_20200429_10_09_12_Pro.jpg,3264,1836,black-rook,286,"[1873, 966]","[1960, 1120]",black,rook
25752,0,20180000027,"[2026, 888, 111, 232]",1,WIN_20200429_10_09_12_Pro.jpg,3264,1836,white-queen,287,"[2026, 888]","[2137, 1120]",white,queen
23064,0,20180000027,"[2111, 730, 93, 248]",3,WIN_20200429_10_09_12_Pro.jpg,3264,1836,white-king,288,"[2111, 730]","[2204, 978]",white,king
18786,0,20180000027,"[1755, 666, 101, 186]",12,WIN_20200429_10_09_12_Pro.jpg,3264,1836,black-queen,289,"[1755, 666]","[1856, 852]",black,queen
15840,0,20180000027,"[1769, 815, 99, 160]",11,WIN_20200429_10_09_12_Pro.jpg,3264,1836,black-knight,290,"[1769, 815]","[1868, 975]",black,knight
9546,0,20180000027,"[1914, 890, 74, 129]",7,WIN_20200429_10_09_12_Pro.jpg,3264,1836,white-pawn,291,"[1914, 890]","[1988, 1019]",white,pawn
